Country,ISO2,ISO3,Indicator,Series,Variable,Model,Scenarios,Unit,Source,CTS Name,CTS Code,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.6945,0.7158,0.6933,0.6422,0.5895,0.5181,0.4225
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.7079,0.7261,0.7343,0.7651,0.7932,0.7752,0.7555
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.7103,0.7307,0.7412,0.7063,0.6744,0.6004,0.4894
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.6999,0.7272,0.735,0.7883,0.8421,0.8361,0.8467
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.6878,0.7201,0.6629,0.5446,0.4776,0.4131,0.3851
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.6945,0.7135,0.7214,0.735,0.7504,0.7331,0.7103
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.6887,0.6991,0.6212,0.4792,0.4362,0.4268,0.2543
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5489,0.2772,0.2872,0.3562,0.3436,0.3033,0.2667
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5591,0.2886,0.3514,0.4041,0.5032,0.5574,0.6577
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5599,0.2888,0.3522,0.3547,0.3587,0.3295,0.3024
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5552,0.2844,0.3438,0.4482,0.4714,0.4122,0.4036
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5312,0.2494,0.2177,0.199,0.1801,0.1319,0.0867
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5517,0.2924,0.3417,0.4316,0.4358,0.4529,0.5049
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.554,0.2822,0.2545,0.2389,0.2291,0.1609,0.1011
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5413,0.5027,0.4076,0.3585,0.3695,0.2827,0.2151
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5437,0.4907,0.399,0.3337,0.3437,0.3071,0.2772
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5449,0.4932,0.4021,0.3311,0.3628,0.2936,0.2259
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5561,0.5027,0.4021,0.3374,0.3428,0.3077,0.285
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5425,0.4754,0.3221,0.233,0.1684,0.0835,0.0486
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.5524,0.5006,0.3993,0.3375,0.3535,0.3396,0.3214
Kuwait,KW,KWT,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.535,0.4951,0.369,0.2852,0.2051,0.1078,0.0507
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,GCAM,Below 2°C,US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,13.3835,66.0397,141.6786,206.9735,285.4906,387.2225
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,GCAM,Current Policies (Hot house world scenario),US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,GCAM,Delayed Transition (Disorderly scenario),US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,74.7023,145.5809,227.2169,323.7008
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,GCAM,Fragmented World,US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,GCAM,Low Demand,US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,70.8755,181.3064,300.7883,548.1698,688.8729
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,GCAM,Nationally Determined Contributions (NDCs),US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,3.585,5.034,21.707,36.3218,55.5519,73.775
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,GCAM,Net Zero 2050 (Orderly scenario),US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,19.3137,142.1945,281.177,448.0665,768.9933,938.136
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Below 2°C,US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0856,2.6909,42.2417,55.3527,70.9567,89.9239,114.8786
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0856,2.7092,2.7092,4.6736,6.6381,8.6025,10.5669
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0856,2.7092,2.7092,76.7247,97.9106,125.7698,156.1485
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Fragmented World,US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0856,2.7092,2.7092,17.253,2.4427,0.0,113.9122
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Low Demand,US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0856,2.6909,211.9251,269.5871,335.2799,458.9734,550.0846
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0856,2.6909,7.6555,15.0844,22.5133,29.9423,37.3712
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0856,2.6909,670.4011,639.6497,817.1597,1044.6347,1277.9759
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,REMIND-MAgPIE,Below 2°C,US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.7693,39.4033,53.4027,68.9223,86.6072,107.1079,131.0753
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,REMIND-MAgPIE,Current Policies (Hot house world scenario),US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.7693,2.9646,3.2071,3.5013,3.8522,4.2651,4.7459
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.7693,2.9646,3.2071,85.135,106.9705,132.2897,161.8932
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,REMIND-MAgPIE,Fragmented World,US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.7693,2.9646,3.2071,7.2058,7.775,8.4899,9.3724
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,REMIND-MAgPIE,Low Demand,US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.7693,93.7135,127.0036,163.9127,205.9699,254.7224,311.7146
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.7693,5.3945,8.0201,10.5801,15.35,22.4714,29.5925
Kuwait,KW,KWT,Transition Pathways,Carbon price,Price: Carbon,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),US$2010/t CO2,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.7693,158.2619,214.4824,276.8053,347.8382,430.1799,526.4279
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,GCAM,Below 2°C,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.1794,2.3978,2.4807,2.5115,2.5342,2.6745,2.861
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,GCAM,Current Policies (Hot house world scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.1794,2.228,2.2956,2.3359,2.3396,2.3389,2.3239
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,GCAM,Delayed Transition (Disorderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.1794,2.228,2.2956,2.5298,2.5037,2.6682,3.1619
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,GCAM,Fragmented World,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.1794,2.228,2.2956,2.3467,2.2799,2.2891,2.2677
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,GCAM,Low Demand,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.1794,2.3751,2.4138,2.4278,2.5286,3.0962,3.3813
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,GCAM,Nationally Determined Contributions (NDCs),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.1794,2.1943,2.1732,2.2406,2.2394,2.2366,2.2069
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,GCAM,Net Zero 2050 (Orderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.1794,2.3814,2.4238,2.5392,2.8542,3.4498,3.82
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,MESSAGEix-GLOBIOM,Below 2°C,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.7138,2.5792,2.1101,2.225,1.8613,2.5486,2.6432
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.7138,2.5948,2.3433,2.4986,2.6047,2.4499,2.5293
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.7138,2.5948,2.3433,2.0493,1.5822,2.6182,3.4154
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,MESSAGEix-GLOBIOM,Fragmented World,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.7138,2.5948,2.3433,3.192,2.5276,2.1836,2.7033
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,MESSAGEix-GLOBIOM,Low Demand,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.7138,2.5792,0.3864,2.1509,4.197,5.3328,6.3019
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.7138,2.5792,2.335,2.5614,2.3307,2.0838,2.1049
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.7138,2.5792,6.4066,5.8309,7.5194,9.118,10.9641
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,REMIND-MAgPIE,Below 2°C,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.0344,2.161,1.7827,1.6152,1.4186,1.4234,1.4937
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,REMIND-MAgPIE,Current Policies (Hot house world scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.0344,2.2228,2.2627,2.307,2.3841,2.4996,2.7928
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.0344,2.2228,2.2627,2.2998,1.8855,1.4268,1.4782
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,REMIND-MAgPIE,Fragmented World,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.0344,2.2228,2.2627,2.2464,2.1067,2.0358,2.4772
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,REMIND-MAgPIE,Low Demand,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.0344,2.3285,1.6288,1.2207,1.2602,1.1936,1.557
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.0344,2.1324,2.088,2.0799,1.9486,1.8346,1.9253
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Coal,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.0344,2.6167,1.7773,1.444,1.3735,1.4422,1.7394
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,GCAM,Below 2°C,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,5.5099,5.7916,5.91,6.1149,6.3602,6.7078,7.1104
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,GCAM,Current Policies (Hot house world scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,5.5099,5.5536,5.3983,5.4384,5.6068,5.6191,5.6315
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,GCAM,Delayed Transition (Disorderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,5.5099,5.5535,5.3983,5.8247,6.1345,6.4571,6.8942
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,GCAM,Fragmented World,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,5.5099,5.5536,5.3983,5.4405,5.5933,5.5874,5.5488
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,GCAM,Low Demand,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,5.5099,5.6695,5.8327,6.2165,6.7404,7.7491,8.3015
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,GCAM,Nationally Determined Contributions (NDCs),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,5.5099,5.5534,5.3819,5.4093,5.5445,5.5167,5.4773
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,GCAM,Net Zero 2050 (Orderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,5.5099,5.8132,6.302,6.9104,7.6167,8.8348,9.4597
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,MESSAGEix-GLOBIOM,Below 2°C,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.5379,1.8034,1.9453,2.8195,3.1762,3.2566,3.8358
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.5379,1.8032,1.8865,2.8911,3.0405,3.3779,3.6166
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.5379,1.8032,1.8865,2.8969,3.2341,3.3867,3.9201
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,MESSAGEix-GLOBIOM,Fragmented World,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.5379,1.8032,1.8865,3.233,3.0726,3.3681,4.089
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,MESSAGEix-GLOBIOM,Low Demand,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.5379,1.8034,0.2783,1.3388,2.2452,3.2081,3.3418
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.5379,1.8034,1.9027,2.9273,3.095,3.4537,3.7089
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.5379,1.8034,5.0141,1.0589,4.0674,5.3838,5.8278
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Below 2°C,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,3.9711,4.5987,4.4679,5.2041,5.1447,4.8653,4.9049
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Current Policies (Hot house world scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,3.9711,4.6647,4.6303,5.0297,5.2841,5.5602,5.7592
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,3.9711,4.6647,4.6303,5.7319,5.3499,4.7767,4.1935
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Fragmented World,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,3.9711,4.6647,4.6303,4.854,5.2447,5.5672,5.6393
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Low Demand,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,3.9711,4.6568,4.3352,5.2357,4.7106,4.1262,4.1033
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,3.9711,4.541,4.3304,4.7696,5.0737,5.4085,5.3735
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,3.9711,5.1474,5.5306,5.9206,5.9116,4.9651,4.4127
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,GCAM,Below 2°C,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.1774,15.4114,15.5509,15.6866,15.7257,15.683,15.3471
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,GCAM,Current Policies (Hot house world scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.1774,15.1482,15.0729,15.2194,15.4721,15.7415,15.6276
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,GCAM,Delayed Transition (Disorderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.1774,15.1483,15.073,15.6054,15.704,15.3715,14.7301
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,GCAM,Fragmented World,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.1774,15.1482,15.0729,15.3852,15.5502,15.589,15.0357
